title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Number of Patents,Count,Assignment,Patent No.,Patent Issued,Patent Owner,Patent Extended Period (days),Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext,row_identifier,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Proprietary Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation
Determination of Regulatory Review Period for Purposes of Patent Extension; NetrexinSUPTM,Correction,Health and Human Services Department; Food and Drug Administration,,60 FR 5252,X95-50126,https://www.federalregister.gov/documents/1995/01/26/X95-50126/determination-of-regulatory-review-period-for-purposes-of-patent-extension-netrexinsuptm,https://www.govinfo.gov/content/pkg/FR-1995-01-26/pdf/X95-50126.pdf,1/26/1995, NetrexinSUPTM,,,,0,25,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; AlbunexRegister,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Albunex<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that medical device.",60 FR 11671,95-5183,https://www.federalregister.gov/documents/1995/03/02/95-5183/determination-of-regulatory-review-period-for-purposes-of-patent-extension-albunexregister,https://www.govinfo.gov/content/pkg/FR-1995-03-02/pdf/95-5183.pdf,3/2/1995, AlbunexRegister,,,Albunex<Register>,1,26,Anthony,4844882,,,,"Molecular Biosystems, Inc.",2397,975,1422,1988-01-14,1988-01-14,1994-08-05,PMA P900059,763,900059,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; SemprexSUPTM-D Capsules,Correction,Health and Human Services Department; Food and Drug Administration,,60 FR 15822,X95-30327,https://www.federalregister.gov/documents/1995/03/27/X95-30327/determination-of-regulatory-review-period-for-purposes-of-patent-extension-semprexsuptm-d-capsules,https://www.govinfo.gov/content/pkg/FR-1995-03-27/pdf/X95-30327.pdf,3/27/1995, SemprexSUPTM-D Capsules,,,,0,26,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; LUVOXSUPTM,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for LUVOX<SUP>TM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 20105,95-10073,https://www.federalregister.gov/documents/1995/04/24/95-10073/determination-of-regulatory-review-period-for-purposes-of-patent-extension-luvoxsuptm,https://www.govinfo.gov/content/pkg/FR-1995-04-24/pdf/95-10073.pdf,4/24/1995, LUVOXSUPTM,,,LUVOX<SUP>TM,1,27,Anthony,4085225,,,,Duphar International,6958,5886,1072,1975-11-19,1975-11-19,1994-12-05,NDA 20-243,730,20243,,,,,,,,,,,Luvox,fluvoxamine maleate,Solvay,NDA,20243,,1991-12-30,1994-12-05,1994,treatment of obsessions and compulsions in patients with obsessive-compulsive disorder,,Standard,No,No,,
Determination of Regulatory Review Period for Purposes of Patent Extension; SERZONERegister,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for SERZONE<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 20106,95-10077,https://www.federalregister.gov/documents/1995/04/24/95-10077/determination-of-regulatory-review-period-for-purposes-of-patent-extension-serzoneregister,https://www.govinfo.gov/content/pkg/FR-1995-04-24/pdf/95-10077.pdf,4/24/1995, SERZONERegister,,,SERZONE<Register>,1,28,Anthony,4338317,,,,Bristol-Myers Squibb,4420,3216,1204,1982-11-17,1982-11-17,1994-12-22,NDA 20-152,730,20152,,,,,,,,,,,Serzone,nefazodone hydrochloride,Bristol-Myers,NDA,20152,,1991-09-06,1994-12-22,1994,treatment of depression,,Standard,No,No,,
Determination of Regulatory Review Period for Purposes of Patent Extension; ZosynRegister; Correction,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) is correcting the notice that appeared in the Federal Register of August 30, 1994. The document announced FDA's determination of the regulatory review period for purposes of patent extension for Zosyn<Register> (tazobactam sodium and piperacillin sodium). The document was published with some errors. The document incorrectly stated: FDA has determined that the applicable regulatory review period for Zosyn<Register> is 1,819 days. Of this time, 1,038 days occurred during the testing phase of the regulatory review period, while 781 days occurred during the approval phase. 1. The date an exemption under 505(i) of the Federal Food, Drug, and Cosmetic Act became effective: October 31, 1988. The applicant claims July 10, 1988, as the date the investigational new drug application (IND) for Zosyn<Register> (IND 31,705) became effective. However, IND 31,705 was received on June 14, 1988, and it was placed on clinical hold on July 1, 1988. It was removed from clinical hold on October 31, 1988, making the IND effective date October 31, 1988. It should have stated: FDA has determined that the applicable regulatory review period for Zosyn<Register> is 1,906 days. Of this time, 1,125 days occurred during the testing phase of the regulatory review period, while 781 days occurred during the approval phase. 1. The date an exemption under 505(i) of the Federal Food, Drug, and Cosmetic Act became effective: August 5, 1988. The applicant claims July 10, 1988, as the date the investigational new drug application (IND) for Zosyn<Register> (IND 31,705) became effective. However, IND 31,705 was received on June 14, 1988, and it was placed on clinical hold on July 1, 1988. It was removed from clinical hold on August 5, 1988, making the IND effective date August 5, 1988. This document corrects those errors. FOR FURTHER INFORMATION CONTACT: Brian J. Malkin, Office of Health Affairs (HFY-20), Food and Drug Administration, 5600 Fishers Lane, Rockville, MD 20857, 301-443-1382.",60 FR 20107,95-10074,https://www.federalregister.gov/documents/1995/04/24/95-10074/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zosynregister-correction,https://www.govinfo.gov/content/pkg/FR-1995-04-24/pdf/95-10074.pdf,4/24/1995, ZosynRegister, Correction,,,0,28,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Sonic Accelerated Fracture Healing System (SAFHSRegister),Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for SAFHS<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that medical device.",60 FR 20107,95-10076,https://www.federalregister.gov/documents/1995/04/24/95-10076/determination-of-regulatory-review-period-for-purposes-of-patent-extension-sonic-accelerated,https://www.govinfo.gov/content/pkg/FR-1995-04-24/pdf/95-10076.pdf,4/24/1995, Sonic Accelerated Fracture Healing System (SAFHSRegister),,,,0,28,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; FRAGMINRegister,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for FRAGMIN<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 27981,95-13032,https://www.federalregister.gov/documents/1995/05/26/95-13032/determination-of-regulatory-review-period-for-purposes-of-patent-extension-fragminregister,https://www.govinfo.gov/content/pkg/FR-1995-05-26/pdf/95-13032.pdf,5/26/1995, FRAGMINRegister,,,FRAGMIN<Register>,1,29,Anthony,4303651,,,,Pharmacia Aktiebolag,3555,2832,723,1985-03-31,1985-03-31,1994-12-22,IND 25,661,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; NeuroliteRegister,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for Neurolite<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 27982,95-13033,https://www.federalregister.gov/documents/1995/05/26/95-13033/determination-of-regulatory-review-period-for-purposes-of-patent-extension-neuroliteregister,https://www.govinfo.gov/content/pkg/FR-1995-05-26/pdf/95-13033.pdf,5/26/1995, NeuroliteRegister,,,Neurolite<Register>,1,30,Anthony,5279811,,,,Dupont Merck Pharmaceutical Co.,2595,1602,993,1987-10-18,1987-10-18,1994-11-23,NDA 20-256,156,20256,,,,,,,,,,,Neurolite,technetium Tc-99m bicisate,Dupont Merck,NDA,20256,,1992-03-06,1994-11-23,1994,indicated as an adjunct to conventional CT or MRI imaging in the localization of stroke in patients in whom stroke has already been diagnosed,,Standard,No,No,,
Determination of Regulatory Review Period for Purposes of Patent Extension; RENORMAXRegister,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for RENORMAX<Register> and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 36291,95-17345,https://www.federalregister.gov/documents/1995/07/14/95-17345/determination-of-regulatory-review-period-for-purposes-of-patent-extension-renormaxregister,https://www.govinfo.gov/content/pkg/FR-1995-07-14/pdf/95-17345.pdf,7/14/1995, RENORMAXRegister,,,RENORMAX<Register>,1,31,Anthony,4470972,,,,Schering Corp.,3996,2901,1095,1984-01-22,1984-01-22,1994-12-29,NDA 20-240,730,20240,,,,,,,,,,,Renormax,spirapril hydrochloride,Sandoz,NDA,20240,,1991-12-31,1994-12-29,1994,treatment of hypertension,,Standard,No,No,,
Determination of Regulatory Review Period for Purposes of Patent Extension; NAVELBINERegister Injection,Notice,Health and Human Services Department,"The Food and Drug Administration (FDA) has determined the regulatory review period for NAVELBINE<Register> Injection and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human drug product.",60 FR 36812,95-17503,https://www.federalregister.gov/documents/1995/07/18/95-17503/determination-of-regulatory-review-period-for-purposes-of-patent-extension-navelbineregister,https://www.govinfo.gov/content/pkg/FR-1995-07-18/pdf/95-17503.pdf,7/18/1995, NAVELBINERegister Injection,,,NAVELBINE<Register> Injection,1,32,Anthony,4307100,,,,Burroughs Wellcome Co.,1621,1137,484,1990-07-18,1990-07-18,1994-12-23,NDA 20-388,1067,20388,,,,,,,,,,,Navelbine,vinorelbine tartrate,Burroughs Wellcome,NDA,20388,,1993-08-27,1994-12-23,1994,"as a single agent or in combination with cisplatin for the first-line treatment of ambulatory patients with unresectable, advanced non-small cell lung cancer (NSCLC)",,Priority,No,No,,
