title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext
Determination of Regulatory Review Period for Purposes of Patent Extension; Infergen,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Infergen and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that human biological product.",66 FR 24389,01-12025,https://www.federalregister.gov/documents/2001/05/14/01-12025/determination-of-regulatory-review-period-for-purposes-of-patent-extension-infergen,https://www.govinfo.gov/content/pkg/FR-2001-05-14/pdf/01-12025.pdf,2001-05-14, Infergen,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Xenical,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Xenical and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 26866,01-12093,https://www.federalregister.gov/documents/2001/05/15/01-12093/determination-of-regulatory-review-period-for-purposes-of-patent-extension-xenical,https://www.govinfo.gov/content/pkg/FR-2001-05-15/pdf/01-12093.pdf,2001-05-15, Xenical,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Uvasorb HA88,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Uvasorb HA88 and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that food additive.",66 FR 27149,01-12228,https://www.federalregister.gov/documents/2001/05/16/01-12228/determination-of-regulatory-review-period-for-purposes-of-patent-extension-uvasorb-ha88,https://www.govinfo.gov/content/pkg/FR-2001-05-16/pdf/01-12228.pdf,2001-05-16, Uvasorb HA88,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Detrol,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Detrol and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 35989,01-17105,https://www.federalregister.gov/documents/2001/07/10/01-17105/determination-of-regulatory-review-period-for-purposes-of-patent-extension-detrol,https://www.govinfo.gov/content/pkg/FR-2001-07-10/pdf/01-17105.pdf,2001-07-10, Detrol,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Gabitril,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Gabitril and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 35988,01-17103,https://www.federalregister.gov/documents/2001/07/10/01-17103/determination-of-regulatory-review-period-for-purposes-of-patent-extension-gabitril,https://www.govinfo.gov/content/pkg/FR-2001-07-10/pdf/01-17103.pdf,2001-07-10, Gabitril,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Synercid,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Synercid and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 48690,01-23703,https://www.federalregister.gov/documents/2001/09/21/01-23703/determination-of-regulatory-review-period-for-purposes-of-patent-extension-synercid,https://www.govinfo.gov/content/pkg/FR-2001-09-21/pdf/01-23703.pdf,2001-09-21, Synercid,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Kaletra,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Kaletra and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 48687,01-23700,https://www.federalregister.gov/documents/2001/09/21/01-23700/determination-of-regulatory-review-period-for-purposes-of-patent-extension-kaletra,https://www.govinfo.gov/content/pkg/FR-2001-09-21/pdf/01-23700.pdf,2001-09-21, Kaletra,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Synercid,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Synercid and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 48688,01-23701,https://www.federalregister.gov/documents/2001/09/21/01-23701/determination-of-regulatory-review-period-for-purposes-of-patent-extension-synercid,https://www.govinfo.gov/content/pkg/FR-2001-09-21/pdf/01-23701.pdf,2001-09-21, Synercid,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Rescula,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Rescula and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 48689,01-23702,https://www.federalregister.gov/documents/2001/09/21/01-23702/determination-of-regulatory-review-period-for-purposes-of-patent-extension-rescula,https://www.govinfo.gov/content/pkg/FR-2001-09-21/pdf/01-23702.pdf,2001-09-21, Rescula,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Trileptal,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for Trileptal and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human drug product.",66 FR 48882,01-23750,https://www.federalregister.gov/documents/2001/09/24/01-23750/determination-of-regulatory-review-period-for-purposes-of-patent-extension-trileptal,https://www.govinfo.gov/content/pkg/FR-2001-09-24/pdf/01-23750.pdf,2001-09-24, Trileptal,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; TNKase,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for TNKase and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent that claims that human biological product.",66 FR 49392,01-24126,https://www.federalregister.gov/documents/2001/09/27/01-24126/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tnkase,https://www.govinfo.gov/content/pkg/FR-2001-09-27/pdf/01-24126.pdf,2001-09-27, TNKase,,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Synercid; Correction,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) is correcting a notice that appeared in the Federal Register of September 21, 2001 (66 FR 486920). The document determined the regulatory review period for Synercid and published the notice of that determination as required by law. The document published with an inadvertent error. This document corrects that error.",66 FR 52774,01-25998,https://www.federalregister.gov/documents/2001/10/17/01-25998/determination-of-regulatory-review-period-for-purposes-of-patent-extension-synercid-correction,https://www.govinfo.gov/content/pkg/FR-2001-10-17/pdf/01-25998.pdf,2001-10-17, Synercid, Correction,Anthony,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Heart Laser System,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA) has determined the regulatory review period for the Heart Laser System and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Commissioner of Patents and Trademarks, Department of Commerce, for the extension of a patent which claims that medical device.",67 FR 2663,02-1320,https://www.federalregister.gov/documents/2002/01/18/02-1320/determination-of-regulatory-review-period-for-purposes-of-patent-extension-heart-laser-system,https://www.govinfo.gov/content/pkg/FR-2002-01-18/pdf/02-1320.pdf,2002-01-18, Heart Laser System,,Anthony,,,,,,,,,,,
